location,km,annee,marque,model,date,price,carburant,puissance,boite,cylindre,region,city
"Ariana, Autres villes",238000.0,2008.0,Citroen,C5,13 mars 2021,22500.0,Diesel,6.0,Gris,Autres,Ariana,Autres villes
"Tunis, Autres villes",0.0,2020.0,Fiat,500,13 mars 2021,47000.0,Essence,4.0,Blanc,Compacte,Tunis,Autres villes
"Ariana, Autres villes",5.0,2017.0,Chevrolet,Aveo,8 mars 2021,25000.0,Essence,5.0,Gris,Berline,Ariana,Autres villes
"Tunis, Autres villes",219224.0,1999.0,Opel,Corsa,4 mars 2021,11000.0,Essence,4.0,Noir,Utilitaire,Tunis,Autres villes
"Tunis, La Marsa",24300.0,2018.0,Chery,Eastar,11 février 2021,34500.0,Essence,6.0,Gris,Berline,Tunis,La Marsa
"Tunis, Autres villes",187000.0,2005.0,Citroen,C3,8 février 2021,18500.0,Essence,140.0,Bleu,Manuelle,Tunis,Autres villes
"La manouba, Autres villes",300000.0,1997.0,Citroen,ZX,18 février 2021,8000.0,Diesel,6.0,Noir,Compacte,La manouba,Autres villes
"Sfax, Sfax Ville",57000.0,2018.0,Autres,Autres,9 mars 2021,46500.0,Essence,7.0,Blanc,Berline,Sfax,Sfax Ville
"Sfax, Autres villes",200000.0,2013.0,Citroen,C3,12 février 2021,20000.0,Essence,5.0,Blanc,Compacte,Sfax,Autres villes
"Ben arous, Autres villes",2000.0,2021.0,Nissan,Juke,12 mars 2021,90000.0,Essence,6.0,Gris,Autres,Ben arous,Autres villes
"Mahdia, Mahdia",199999.0,2000.0,Peugeot,Partner,10 mars 2021,17000.0,Essence,5.0,Gris,Utilitaire,Mahdia,Mahdia
"La manouba, Autres villes",262.0,2010.0,Mitsubishi,L200,4 mars 2021,29000.0,Diesel,10.0,Vert,Autres,La manouba,Autres villes
"Tunis, Ezzouhour",91000.0,2014.0,Ford,Fiesta,3 mars 2021,22500.0,Essence,5.0,Blanc,Compacte,Tunis,Ezzouhour
"Ben arous, Autres villes",41000.0,2017.0,Citroen,C3,13 mars 2021,38800.0,Essence,4.0,Blanc,Compacte,Ben arous,Autres villes
"Ariana, Jardins D'el Menzah",57000.0,2019.0,Mercedes-Benz,Classe C,12 mars 2021,160000.0,Essence,9.0,Noir,Berline,Ariana,Jardins D'el Menzah
"Tunis, Autres villes",80000.0,2017.0,Ford,Fiesta,8 mars 2021,35700.0,Essence,5.0,Noir,Compacte,Tunis,Autres villes
"La manouba, Autres villes",218000.0,2012.0,Renault,Symbol,8 mars 2021,19000.0,Essence,5.0,Doré,Avec kilométrage,La manouba,Autres villes
"Ben arous, Medina Jedida",80000.0,2017.0,Autres,Autres,9 février 2021,38000.0,Essence,6.0,Noir,4 x 4,Ben arous,Medina Jedida
"Bizerte, Mateur",185000.0,2015.0,Kia,Rio,14 février 2021,29500.0,Essence,5.0,Bleu,Berline,Bizerte,Mateur
"Sousse, Sousse Riadh",200000.0,1993.0,Volkswagen,Passat,18 février 2021,12500.0,Diesel,6.0,Multicolore,Avec kilométrage,Sousse,Sousse Riadh
"Mahdia, Autres villes",300.0,2009.0,Opel,Astra,8 mars 2021,17500.0,Diesel,7.0,Noir,Berline,Mahdia,Autres villes
"Ariana, Ennasr",180000.0,2009.0,Citroen,C5,6 mars 2021,27700.0,Essence,9.0,Noir,Berline,Ariana,Ennasr
"Nabeul, Hammamet",51000.0,2015.0,Dacia,Sandero,21 février 2021,32000.0,Essence,5.0,Blanc,Compacte,Nabeul,Hammamet
"Zaghouan, Zaghouan",300.0,2000.0,Isuzu,Trooper,2 mars 2021,29500.0,Diesel,10.0,Blanc,Autres,Zaghouan,Zaghouan
"La manouba, Autres villes",113.0,2017.0,Suzuki,Celerio,22 février 2021,26000.0,Essence,4.0,Gris,Avec kilométrage,La manouba,Autres villes
"Tunis, Le Bardo",159.0,2013.0,Fiat,Punto,7 mars 2021,21700.0,Essence,4.0,Blanc,Autres,Tunis,Le Bardo
"Ben arous, Autres villes",0.0,2005.0,Fiat,Siena,3 mars 2021,14500.0,Essence,5.0,Manuelle,1.2,Ben arous,Autres villes
"Kairouan, Sbikha",250.0,2002.0,Citroen,Xsara,8 mars 2021,9000.0,Diesel,5.0,Gris,Autres,Kairouan,Sbikha
"Ariana, Borj Louzir",69000.0,2013.0,Ford,Fiesta,26 février 2021,24000.0,Essence,9.0,Blanc,Compacte,Ariana,Borj Louzir
"Sousse, Autres villes",200.0,2014.0,Citroen,C-Elysée,7 mars 2021,18500.0,Essence,5.0,Gris,Autres,Sousse,Autres villes
"Ben arous, Radès",200000.0,2003.0,Peugeot,307,2 mars 2021,18500.0,Diesel,8.0,Blanc,Compacte,Ben arous,Radès
"Tunis, La Marsa",115000.0,2015.0,Fiat,Grande Punto,19 février 2021,24500.0,Essence,4.0,Blanc,Compacte,Tunis,La Marsa
"Médenine, Zarzis",274000.0,1999.0,Volkswagen,Polo,2 mars 2021,11000.0,Essence,4.0,Noir,Berline,Médenine,Zarzis
"Ariana, Autres villes",87000.0,2016.0,Nissan,Juke,9 mars 2021,54000.0,Essence,6.0,Noir,Compacte,Ariana,Autres villes
"Tunis, Autres villes",65000.0,2019.0,Peugeot,Partner,25 février 2021,39500.0,Diesel,5.0,Blanc,Autres,Tunis,Autres villes
"Ben arous, Ben arous",155000.0,2002.0,Hyundai,Matrix,8 mars 2021,17500.0,Essence,9.0,Automatique,1.6,Ben arous,Ben arous
"Béja, Béja",148.0,2017.0,Chevrolet,Aveo,25 février 2021,25000.0,Essence,5.0,Gris,Autres,Béja,Béja
"Gabès, El Hamma",135.0,2014.0,Citroen,C-Elysée,6 mars 2021,19000.0,Essence,5.0,Blanc,Autres,Gabès,El Hamma
"Ben arous, Ben arous",170.0,2015.0,Citroen,Nemo,3 mars 2021,26500.0,Diesel,7.0,Rouge,Autres,Ben arous,Ben arous
"La manouba, Denden",0.0,1996.0,Mercedes-Benz,220,3 mars 2021,18000.0,Diesel,8.0,Gris,Autres,La manouba,Denden
"Sousse, Sousse Riadh",350000.0,1997.0,Fiat,Punto,12 mars 2021,12800.0,Essence,4.0,Blanc,Autres,Sousse,Sousse Riadh
"Siliana, Autres villes",0.0,1981.0,Peugeot,305,12 mars 2021,5300.0,Essence,1981.0,Blanc,Autres,Siliana,Autres villes
"Sousse, Autres villes",240000.0,2012.0,Citroen,Berlingo,21 février 2021,23400.0,Diesel,6.0,Blanc,Utilitaire,Sousse,Autres villes
"Tunis, Autres villes",185.0,1998.0,Fiat,Punto,15 février 2021,12500.0,Essence,4.0,Noir,Compacte,Tunis,Autres villes
"Tunis, Ezzouhour",282558.0,2012.0,Renault,Symbol,13 mars 2021,19000.0,Essence,5.0,Autre,Autres,Tunis,Ezzouhour
"Ben arous, Radès",34.0,1996.0,Peugeot,106,15 février 2021,6000.0,Essence,6.0,Noir,Autres,Ben arous,Radès
"Tunis, L'aouina",200000.0,1998.0,Renault,19,19 février 2021,8500.0,Diesel,6.0,Bleu,Compacte,Tunis,L'aouina
"Tunis, Le Bardo",155.0,2011.0,Citroen,C4,12 mars 2021,34500.0,Diesel,5.0,Blanc,Compacte,Tunis,Le Bardo
"Ben arous, Ben arous",190000.0,2015.0,Nissan,Qashqai,24 février 2021,62000.0,Diesel,5.0,Manuelle,1.5,Ben arous,Ben arous
"Béja, Medjez el-Bab",300000.0,2002.0,Opel,Kadett,26 février 2021,8000.0,Essence,8.0,Blanc,Berline,Béja,Medjez el-Bab
"Sousse, Autres villes",235000.0,2001.0,Fiat,Punto,9 mars 2021,13500.0,Essence,5.0,Gris,RS,Sousse,Autres villes
"Tunis, Tunis",61500.0,2018.0,Kia,Rio,12 mars 2021,38500.0,Essence,5.0,Blanc,Berline,Tunis,Tunis
"Ben arous, Radès",186000.0,2008.0,Audi,Q7,13 mars 2021,64900.0,Diesel,16.0,Noir,4 x 4,Ben arous,Radès
"Tunis, Autres villes",221000.0,2005.0,Ford,Fiesta,10 février 2021,20000.0,Essence,5.0,Gris,Berline,Tunis,Autres villes
"Sousse, Autres villes",187000.0,2015.0,Citroen,Nemo,13 mars 2021,22000.0,Diesel,6.0,Blanc,Berline,Sousse,Autres villes
"Ariana, Ariana Ville",200000.0,2006.0,BMW,Serie 1,4 mars 2021,27000.0,Essence,7.0,Noir,Compacte,Ariana,Ariana Ville
"Tunis, Autres villes",256000.0,2010.0,Mitsubishi,L200,10 mars 2021,27500.0,Diesel,10.0,Blanc,Berline,Tunis,Autres villes
"Tunis, Tunis",300.0,1998.0,Volkswagen,Polo,8 mars 2021,11900.0,Essence,4.0,Blanc,Berline,Tunis,Tunis
"Ariana, Autres villes",30000.0,2012.0,Chevrolet,Spark,19 février 2021,23700.0,Essence,5.0,Rouge,Autres,Ariana,Autres villes
"Le kef, Le kef",201.0,2005.0,Renault,Clio,8 février 2021,15500.0,Essence,5.0,Vert,Berline,Le kef,Le kef
"Tunis, Autres villes",114000.0,2017.0,Peugeot,1007,4 mars 2021,35000.0,Diesel,9.0,Gris,4 x 4,Tunis,Autres villes
"Tunis, Le Bardo",240000.0,2010.0,Fiat,Palio,2 mars 2021,17200.0,Essence,5.0,Noir,Berline,Tunis,Le Bardo
"Tunis, Autres villes",36950.0,2013.0,Citroen,DS5,21 février 2021,60000.0,Essence,9.0,Blanc,Berline,Tunis,Autres villes
"Tunis, Autres villes",235.0,2005.0,Volkswagen,Golf 5,4 mars 2021,26500.0,Diesel,5.0,Noir,Berline,Tunis,Autres villes
"Sousse, Autres villes",371000.0,2002.0,Renault,Clio,2 mars 2021,15000.0,Essence,5.0,Manuelle,&gt;4.0,Sousse,Autres villes
"Mahdia, Melloulèche",262000.0,2011.0,Mazda,BT-50,12 février 2021,42500.0,Diesel,10.0,Gris,4 x 4,Mahdia,Melloulèche
"Tozeur, Tozeur",0.0,1999.0,Opel,Astra,11 février 2021,6500.0,Diesel,5.0,Blanc,Manuelle,Tozeur,Tozeur
"Médenine, Zarzis",260.0,2006.0,Peugeot,407,11 mars 2021,25000.0,Diesel,7.0,Noir,Berline,Médenine,Zarzis
"Ben arous, Autres villes",332000.0,1999.0,Opel,Corsa,13 février 2021,11000.0,Essence,4.0,Noir,Compacte,Ben arous,Autres villes
"Sfax, Route el Afrane",151000.0,2009.0,Renault,Clio,7 mars 2021,26500.0,Essence,5.0,Autre,Autres,Sfax,Route el Afrane
"Tunis, Sidi Hassine",82000.0,2017.0,Suzuki,APV,4 mars 2021,36500.0,Essence,5.0,Bleu,Berline,Tunis,Sidi Hassine
"Tunis, Ettahrir",260000.0,2003.0,Skoda,Octavia,24 février 2021,24000.0,Diesel,5.0,Vert,Utilitaire,Tunis,Ettahrir
"Tunis, La Marsa",242000.0,2012.0,Volkswagen,Golf 6,23 février 2021,38500.0,Essence,5.0,Argent,Compacte,Tunis,La Marsa
"Sousse, Autres villes",180000.0,2011.0,Nissan,Qashqai,11 mars 2021,44000.0,Diesel,6.0,Gris,Berline,Sousse,Autres villes
"Tunis, La Marsa",160000.0,2017.0,Autres,Autres,10 février 2021,30000.0,Essence,5.0,Noir,Compacte,Tunis,La Marsa
"Jendouba, Bou Salem",1.0,1984.0,Renault,R11,9 février 2021,6500.0,Essence,5.0,Bleu,Autres,Jendouba,Bou Salem
"Tunis, Tunis",100000.0,2012.0,Ford,Fiesta,8 février 2021,30000.0,Essence,5.0,Gris,Avec kilométrage,Tunis,Tunis
"La manouba, Autres villes",0.0,1990.0,Volkswagen,Polo,8 mars 2021,12000.0,Essence,0.0,Noir,Autres,La manouba,Autres villes
"Ariana, Ariana",220000.0,2009.0,Opel,Astra,26 février 2021,22000.0,Diesel,6.0,Noir,Berline,Ariana,Ariana
"Nabeul, Autres villes",300.0,2008.0,Peugeot,Partner,14 février 2021,18000.0,Diesel,7.0,Blanc,Autres,Nabeul,Autres villes
"Tunis, Autres villes",0.0,1998.0,Peugeot,106,11 mars 2021,9500.0,Essence,4.0,Bleu,Compacte,Tunis,Autres villes
"Tunis, Centre Ville - Lafayette",140.0,2012.0,Autres,Autres,14 février 2021,25500.0,Essence,4.0,Blanc,Manuelle,Tunis,Centre Ville - Lafayette
"Tataouine, Autres villes",163000.0,2011.0,Audi,A4,13 février 2021,45000.0,Diesel,8.0,Bleu,Berline,Tataouine,Autres villes
"Kairouan, Autres villes",119000.0,2017.0,Seat,Leon,3 mars 2021,60300.0,Essence,6.0,Blanc,Compacte,Kairouan,Autres villes
"Béja, Medjez el-Bab",163.0,2006.0,Renault,Clio,26 février 2021,20500.0,Essence,4.0,Gris,Autres,Béja,Medjez el-Bab
"Tunis, La Marsa",105000.0,2017.0,Ford,Focus,20 février 2021,52000.0,Essence,6.0,Avec kilométrage,Manuelle,Tunis,La Marsa
"Kairouan, Kairouan Sud",250000.0,2012.0,Isuzu,D-MAX,9 février 2021,42000.0,Diesel,10.0,Rouge,Autres,Kairouan,Kairouan Sud
"Kasserine, Autres villes",300.0,2005.0,Citroen,Berlingo,23 février 2021,20000.0,Essence,6.0,Bleu,Berline,Kasserine,Autres villes
"Nabeul, Dar Châabane El Fehri",140000.0,2016.0,Mercedes-Benz,Classe C,11 mars 2021,120000.0,Diesel,7.0,Noir,Berline,Nabeul,Dar Châabane El Fehri
"Le kef, Autres villes",320000.0,1990.0,Mercedes-Benz,250,8 mars 2021,17500.0,Diesel,8.0,Argent,Berline,Le kef,Autres villes
"Bizerte, Autres villes",0.0,2000.0,Peugeot,Expert,9 mars 2021,11500.0,Diesel,7.0,Utilitaire,Avec kilométrage,Bizerte,Autres villes
"Ben arous, Autres villes",70000.0,2020.0,Volkswagen,Polo,14 février 2021,32000.0,Diesel,6.0,Jaune,Berline,Ben arous,Autres villes
"Tunis, Autres villes",214000.0,2016.0,Fiat,Grande Punto,10 mars 2021,26500.0,Essence,1.0,Blanc,Autres,Tunis,Autres villes
"La manouba, Djedeida",300.0,1990.0,Peugeot,405,26 février 2021,4900.0,Diesel,7.0,Gris,Berline,La manouba,Djedeida
"Ben arous, Boumhel",165.0,2014.0,Chevrolet,Aveo,8 mars 2021,21800.0,Essence,5.0,Gris,Autres,Ben arous,Boumhel
"Ariana, Ariana",204127.0,2006.0,Peugeot,307,10 mars 2021,18000.0,Essence,6.0,Gris,Compacte,Ariana,Ariana
"Kasserine, Autres villes",1111.0,2012.0,Renault,Trafic,6 mars 2021,11111.0,Diesel,25.0,Blanc,Autres,Kasserine,Autres villes
"Tunis, Cité El Khadra",190000.0,2012.0,Peugeot,508,8 mars 2021,34000.0,Essence,7.0,Blanc,Autres,Tunis,Cité El Khadra
"Tunis, Autres villes",220000.0,2010.0,Mazda,BT-50,11 mars 2021,31000.0,Diesel,10.0,Blanc,4 x 4,Tunis,Autres villes
"Ben arous, Autres villes",111.0,2013.0,Peugeot,Bipper,9 mars 2021,20000.0,Diesel,6.0,Bleu,Berline,Ben arous,Autres villes
"Monastir, Ouerdanine",250000.0,1990.0,Renault,Express,25 février 2021,9800.0,Diesel,6.0,Blanc,Monospace,Monastir,Ouerdanine
"La manouba, Autres villes",250000.0,2002.0,Renault,Clio,10 février 2021,17500.0,Essence,4.0,Gris,Compacte,La manouba,Autres villes
"Ariana, Autres villes",96000.0,2014.0,Seat,Leon,6 mars 2021,43000.0,Essence,5.0,Manuelle,1.2,Ariana,Autres villes
"Bizerte, Bizerte",180.0,2009.0,Citroen,C5,10 mars 2021,28500.0,Diesel,6.0,Gris,Compacte,Bizerte,Bizerte
"Tunis, Tunis",259000.0,2010.0,Audi,A3,13 mars 2021,37000.0,Diesel,5.0,Blanc,Compacte,Tunis,Tunis
"La manouba, Autres villes",198000.0,2007.0,Peugeot,207,11 mars 2021,19700.0,Essence,6.0,Autre,Compacte,La manouba,Autres villes
"Tunis, Carthage",83000.0,2017.0,Kia,Rio,20 février 2021,35000.0,Essence,5.0,Noir,Compacte,Tunis,Carthage
"Tunis, La Marsa",233.0,2012.0,Nissan,Navara,13 mars 2021,45500.0,Diesel,8.0,Gris,4 x 4,Tunis,La Marsa
"Zaghouan, Zaghouan",250.0,2004.0,Fiat,Palio,10 février 2021,13000.0,Essence,4.0,Corail,Compacte,Zaghouan,Zaghouan
"Tunis, Autres villes",130000.0,2015.0,Peugeot,301,8 mars 2021,26000.0,Essence,5.0,Blanc,Berline,Tunis,Autres villes
"Sfax, Thyna",150000.0,2016.0,Seat,Ibiza,18 février 2021,23000.0,Essence,5.0,Noir,Compacte,Sfax,Thyna
"Gafsa, Autres villes",160000.0,1999.0,Fiat,Uno,12 mars 2021,7500.0,Essence,4.0,Blanc,Berline,Gafsa,Autres villes
"Tunis, Autres villes",163000.0,2005.0,Renault,Scenic,9 mars 2021,1500.0,Essence,7.0,Gris,Compacte,Tunis,Autres villes
"Tunis, Autres villes",220000.0,2007.0,Renault,Megane,7 mars 2021,17000.0,Diesel,5.0,Manuelle,&gt;4.0,Tunis,Autres villes
"Tunis, Autres villes",94000.0,2014.0,Fiat,500,27 février 2021,34800.0,Essence,4.0,Bleu,Utilitaire,Tunis,Autres villes
"Tunis, Le Kram",0.0,1990.0,Opel,Kadett,5 mars 2021,5500.0,Diesel,5.0,Blanc,Berline,Tunis,Le Kram
"Monastir, Ksar Hellal",460000.0,2014.0,Citroen,C-Elysée,13 février 2021,24000.0,Diesel,5.0,Jaune,Autres,Monastir,Ksar Hellal
"Kairouan, Sbikha",127000.0,2010.0,Fiat,Grande Punto,9 mars 2021,25000.0,Essence,4.0,Gris,Berline,Kairouan,Sbikha
"Sousse, Autres villes",250000.0,2012.0,Dacia,Logan,1 mars 2021,16500.0,Diesel,6.0,Gris,Manuelle,Sousse,Autres villes
"Tunis, La Marsa",175000.0,2011.0,Volkswagen,Golf 6,1 mars 2021,37800.0,Diesel,5.0,Noir,Compacte,Tunis,La Marsa
"Tunis, Tunis",155000.0,2014.0,Chevrolet,Cruze,13 mars 2021,29800.0,Essence,7.0,Manuelle,1.6,Tunis,Tunis
"Sousse, Sousse Jawhara",98000.0,2018.0,Citroen,Berlingo,12 mars 2021,35800.0,Diesel,5.0,Blanc,Utilitaire,Sousse,Sousse Jawhara
"Ben arous, Radès",230.0,2013.0,Seat,Ibiza,6 mars 2021,23900.0,Essence,5.0,Manuelle,1.2,Ben arous,Radès
"Jendouba, Ghardimaou",145.0,2014.0,Kia,Rio,21 février 2021,30000.0,Essence,999.0,Gris,Autres,Jendouba,Ghardimaou
"Tunis, Carthage",95000.0,2013.0,Mazda,CX-5,13 mars 2021,69000.0,Essence,9.0,Blanc,4 x 4,Tunis,Carthage
"Tunis, Autres villes",29000.0,2019.0,Autres,Autres,3 mars 2021,90500.0,Essence,9.0,Automatique,1.5,Tunis,Autres villes
"Bizerte, Bizerte",99000.0,2018.0,Peugeot,301,21 février 2021,26000.0,Essence,99.0,Blanc,Autres,Bizerte,Bizerte
"Tunis, Centre Ville - Lafayette",54000.0,2016.0,Mercedes-Benz,Classe CLA,4 mars 2021,115000.0,Essence,6.0,Gris,Compacte,Tunis,Centre Ville - Lafayette
"Ariana, Autres villes",250000.0,1984.0,Renault,R5,15 février 2021,2500.0,Essence,4.0,Blanc,Compacte,Ariana,Autres villes
"Tunis, La Marsa",80000.0,2003.0,Mercedes-Benz,Classe ML,8 février 2021,31000.0,Diesel,11.0,Gris,4 x 4,Tunis,La Marsa
"Gafsa, Autres villes",20000.0,1999.0,Citroen,Visa,18 février 2021,3600.0,Essence,4.0,Compacte,Manuelle,Gafsa,Autres villes
"Nabeul, Autres villes",211000.0,2000.0,Peugeot,206,9 février 2021,13500.0,Essence,5.0,Rouge,Utilitaire,Nabeul,Autres villes
"Tunis, Tunis",182000.0,2013.0,Citroen,C4,13 mars 2021,31000.0,Essence,6.0,Marron,Berline,Tunis,Tunis
"Tunis, Sidi El Béchir",220.0,2008.0,Ford,Fusion,3 mars 2021,19500.0,Essence,5.0,Monospace,Avec kilométrage,Tunis,Sidi El Béchir
"Ariana, Autres villes",500000.0,1998.0,Nissan,Patrol GR,2 mars 2021,36000.0,Diesel,11.0,Vert,4 x 4,Ariana,Autres villes
"Tunis, Menzah",152000.0,2012.0,Citroen,C4,18 février 2021,44000.0,Diesel,6.0,Compacte,Avec kilométrage,Tunis,Menzah
"Béja, Béja Sud",200.0,1990.0,Peugeot,405,24 février 2021,6000.0,Essence,6.0,Blanc,Berline,Béja,Béja Sud
"Ariana, Autres villes",297.0,2007.0,Renault,Clio,4 mars 2021,18500.0,Essence,5.0,Vert,Avec kilométrage,Ariana,Autres villes
"Tunis, Autres villes",325.0,2010.0,Citroen,C4,26 février 2021,24000.0,Diesel,6.0,Gris,Autres,Tunis,Autres villes
"Tataouine, Autres villes",71000.0,2014.0,Volkswagen,CC,26 février 2021,70000.0,Essence,9.0,Beige,Berline,Tataouine,Autres villes
"Ariana, Ariana Ville",195000.0,2008.0,Volkswagen,Polo,13 février 2021,20500.0,Essence,5.0,Gris,Compacte,Ariana,Ariana Ville
"La manouba, Djedeida",220000.0,2010.0,Isuzu,D-MAX,15 février 2021,32000.0,Diesel,10.0,Noir,4 x 4,La manouba,Djedeida
"Tunis, Autres villes",250.0,2013.0,Citroen,C5,6 mars 2021,25800.0,Diesel,6.0,Autre,Autres,Tunis,Autres villes
"Nabeul, Nabeul",24900.0,2018.0,Peugeot,208,26 février 2021,40000.0,Essence,5.0,Rouge,Compacte,Nabeul,Nabeul
"Nabeul, Nabeul",125000.0,2011.0,Nissan,Juke,10 mars 2021,41000.0,Essence,7.0,Noir,Autres,Nabeul,Nabeul
"Ben arous, Autres villes",4500.0,2020.0,Seat,Ibiza,11 mars 2021,71000.0,Essence,6.0,Blanc,Compacte,Ben arous,Autres villes
"Ben arous, El Mourouj",22222.0,2011.0,Ford,Ranger,16 février 2021,11000.0,Diesel,10.0,Blanc,Compacte,Ben arous,El Mourouj
"Nabeul, Menzel Temime",219000.0,2010.0,Ford,Fiesta,13 mars 2021,23800.0,Essence,5.0,Marron,Compacte,Nabeul,Menzel Temime
"La manouba, La manouba",132000.0,2015.0,Volkswagen,Polo,10 mars 2021,28000.0,Essence,4.0,Blanc,Compacte,La manouba,La manouba
"Kairouan, Autres villes",190000.0,2013.0,Peugeot,Partner,5 mars 2021,48000.0,Diesel,6.0,Blanc,Berline,Kairouan,Autres villes
"Jendouba, Autres villes",38900.0,2015.0,Chevrolet,Aveo,13 mars 2021,25500.0,Essence,5.0,Noir,Berline,Jendouba,Autres villes
"Tunis, Autres villes",400000.0,1997.0,Fiat,Brava,10 mars 2021,8000.0,Essence,7.0,Blanc,Berline,Tunis,Autres villes
"Béja, Medjez el-Bab",0.0,1981.0,Ford,Escort,21 février 2021,5700.0,Essence,5.0,Bleu,Berline,Béja,Medjez el-Bab
"Tunis, Autres villes",200000.0,2002.0,Peugeot,206,19 février 2021,6000.0,Diesel,5.0,Jaune,Compacte,Tunis,Autres villes
"Sidi bouzid, Autres villes",130000.0,2018.0,Fiat,Fiorino,12 mars 2021,28400.0,Diesel,5.0,Manuelle,1.2,Sidi bouzid,Autres villes
"Ariana, Autres villes",0.0,1993.0,BMW,M5,16 février 2021,11700.0,Diesel,7.0,Bleu,Autres,Ariana,Autres villes
"Tunis, Autres villes",24000.0,2020.0,Autres,Autres,20 février 2021,48000.0,Diesel,0.0,Avec kilométrage,Automatique,Tunis,Autres villes
"Sousse, Sousse",39000.0,2017.0,Ford,Fiesta,1 mars 2021,37000.0,Essence,5.0,Rouge,Compacte,Sousse,Sousse
"Tunis, Autres villes",202000.0,2003.0,Mazda,6,12 mars 2021,20000.0,Diesel,8.0,Argent,Berline,Tunis,Autres villes
"Ariana, Jardins D'el Menzah",79000.0,2016.0,Kia,Picanto,11 février 2021,34000.0,Essence,5.0,Blanc,Compacte,Ariana,Jardins D'el Menzah
"Tunis, Centre Ville - Lafayette",65000.0,2017.0,Nissan,Sunny,1 mars 2021,32500.0,Essence,6.0,Gris,Avec kilométrage,Tunis,Centre Ville - Lafayette
"La manouba, La manouba",300000.0,2012.0,Peugeot,207,2 mars 2021,28000.0,Diesel,5.0,Noir,Autres,La manouba,La manouba
"Tunis, La Marsa",15000.0,2020.0,Peugeot,208,13 mars 2021,49000.0,Essence,7.0,Gris,Compacte,Tunis,La Marsa
"La manouba, Oued Ellil",217000.0,2000.0,Volkswagen,Passat,11 mars 2021,16500.0,Essence,8.0,Gris,Autres,La manouba,Oued Ellil
"Tunis, Autres villes",270000.0,2009.0,Ford,Ranger,8 mars 2021,21500.0,Diesel,10.0,Gris,Pick up,Tunis,Autres villes
"Tunis, Autres villes",94500.0,2014.0,Peugeot,2008,9 février 2021,39000.0,Essence,5.0,Blanc,4 x 4,Tunis,Autres villes
"Tunis, Autres villes",50000.0,2016.0,Hyundai,I 10,8 février 2021,31500.0,Essence,5.0,Rouge,Berline,Tunis,Autres villes
"Tunis, Tunis",134000.0,2014.0,Citroen,Berlingo,9 mars 2021,21500.0,Diesel,7.0,Gris,Autres,Tunis,Tunis
"Tunis, Autres villes",172500.0,2012.0,Kia,Sportage,6 mars 2021,66500.0,Diesel,6.0,Noir,Berline,Tunis,Autres villes
"Ben arous, Autres villes",240.0,2009.0,Volkswagen,Golf 6,1 mars 2021,34000.0,Essence,5.0,Gris,Compacte,Ben arous,Autres villes
"Nabeul, Kélibia",220000.0,2006.0,Renault,Megane,7 mars 2021,15000.0,Diesel,7.0,Gris,Autres,Nabeul,Kélibia
"Ben arous, Ezzahra",55000.0,2018.0,Ford,Kuga,7 mars 2021,63000.0,Essence,7.0,Gris,Autres,Ben arous,Ezzahra
"Tunis, Autres villes",222.0,2001.0,Citroen,C15,11 mars 2021,8400.0,Diesel,1.0,Blanc,Avec kilométrage,Tunis,Autres villes
"Tunis, Autres villes",41000.0,2016.0,Kia,Picanto,24 février 2021,35000.0,Essence,5.0,Noir,Compacte,Tunis,Autres villes
"Ariana, Mnihla",290000.0,2005.0,Renault,Megane,3 mars 2021,16500.0,Essence,6.0,Noir,Autres,Ariana,Mnihla
"Monastir, Autres villes",287500.0,1998.0,Peugeot,406,20 février 2021,13500.0,Diesel,17.0,Noir,Compacte,Monastir,Autres villes
"Sousse, Autres villes",5000.0,2020.0,Toyota,Corolla,7 février 2021,33000.0,Essence,6.0,Blanc,Compacte,Sousse,Autres villes
"Sousse, Hammam Sousse",137000.0,2015.0,Peugeot,301,24 février 2021,23500.0,Essence,5.0,Noir,Autres,Sousse,Hammam Sousse
"Mahdia, Autres villes",117000.0,2013.0,Ford,Focus,27 février 2021,35000.0,Essence,7.0,Automatique,&gt;4.0,Mahdia,Autres villes
"Sfax, Autres villes",102000.0,2017.0,Dacia,Sandero,13 mars 2021,28300.0,Essence,5.0,Noir,Compacte,Sfax,Autres villes
"Ben arous, Autres villes",149.0,1997.0,Fiat,Punto,13 mars 2021,13200.0,Essence,4.0,Noir,Compacte,Ben arous,Autres villes
"Tunis, Autres villes",5000.0,2003.0,Citroen,Xsara,18 février 2021,9500.0,Diesel,7.0,Bleu,Compacte,Tunis,Autres villes
"Nabeul, Béni Khiar",100000.0,2018.0,Seat,Ibiza,17 février 2021,30000.0,Essence,5.0,Blanc,Berline,Nabeul,Béni Khiar
"Sousse, Sousse Jawhara",198000.0,2005.0,Volkswagen,Polo,5 mars 2021,16600.0,Essence,4.0,Noir,Berline,Sousse,Sousse Jawhara
"Sfax, Autres villes",233000.0,2005.0,Chevrolet,Optra,5 mars 2021,17500.0,Essence,6.0,Noir,Berline,Sfax,Autres villes
"Béja, Béja Nord",214.0,2004.0,Renault,Megane Cabriolet,6 mars 2021,22400.0,Essence,7.0,Gris,Cabriolet,Béja,Béja Nord
"Tunis, Autres villes",0.0,2004.0,Renault,Clio,9 mars 2021,12000.0,Essence,6.0,Vert,Autres,Tunis,Autres villes
"Tunis, Autres villes",230.0,2007.0,Volkswagen,Polo,10 mars 2021,20800.0,Essence,5.0,Manuelle,1.2,Tunis,Autres villes
